A0A0A0MQF5,44.172084193622155,37.0,Mus musculus
A0A0A6YW87,53.004740495613945,37.0,Mus musculus
A0A0A6YY64,49.51107520443638,37.0,Mus musculus
A0A0D2X7Z2,48.60382025919712,37.0,Mus musculus
A0A0G2JDH8,47.129913906572064,37.0,Mus musculus
A0A0G2JE93,51.34182159180504,37.0,Mus musculus
A0A0G2JE97,50.77405187624717,37.0,Mus musculus
A0A0H2UH13,51.967068837467885,37.0,Mus musculus
A0A0J9YIW4,48.96717655086647,28.0,Danio rerio
A0A0J9YTR2,48.75538555980977,37.0,Mus musculus
A0A0K3ASC7,43.73260588558783,20.0,Caenorhabditis elegans
A0A0K3AUJ4,43.79425227592124,20.0,Caenorhabditis elegans
A0A0M3HEP3,52.25113985113823,37.0,Mus musculus
A0A0R3P9C8,46.62011994971139,37.0,Mus musculus
A0A0R4J0C8,45.71727301707725,37.0,Mus musculus
A0A0R4J0T2,52.95651046239649,37.0,Mus musculus
A0A0R4J0T5,47.6312920847369,37.0,Mus musculus
A0A0R4J1J0,45.48940655780334,37.0,Mus musculus
A0A1C3NSN4,40.96347345699455,20.0,Caenorhabditis elegans
A1Z9A2,43.93958244911787,25.0,Drosophila melanogaster
A2A6H1,64.35866841136017,37.0,Mus musculus
A2A8W8,48.74697376284619,37.0,Mus musculus
A2A8Y5,51.78891201827602,37.0,Mus musculus
A2AC19,48.901609318488575,37.0,Mus musculus
A2AD84,45.50952786471323,37.0,Mus musculus
A2AIV8,46.32151236301267,37.0,Mus musculus
A2AJ72,49.3571179432125,37.0,Mus musculus
A2AMS3,53.553123091271445,37.0,Mus musculus
A2AMW0,55.18861982089961,37.0,Mus musculus
A2AN37,49.95977673380777,37.0,Mus musculus
A2AR78,48.774202839668725,37.0,Mus musculus
A2ARQ2,48.682621819463506,37.0,Mus musculus
A2ATN4,50.72133584031221,37.0,Mus musculus
A2BDX3,47.38091629878047,37.0,Mus musculus
A2RS23,56.221382076554505,37.0,Mus musculus
A2RTC8,54.47683325084573,37.0,Mus musculus
A2RTH5,46.84736731808311,37.0,Mus musculus
A2RU37,49.097735854525354,37.0,Homo sapiens
A4F331,36.31612720499527,20.0,Caenorhabditis elegans
A5JYU3,46.195235595595975,20.0,Caenorhabditis elegans
A6NC86,54.766068595005564,37.0,Homo sapiens
A6NGJ0,53.297893568283214,37.0,Homo sapiens
A6NHQ4,58.72104456092567,37.0,Homo sapiens
A6PVA1,45.28581171045028,20.0,Caenorhabditis elegans
A7LPE6,42.697155290156374,20.0,Caenorhabditis elegans
A7LPF5,50.692026648009396,20.0,Caenorhabditis elegans
A7VMV2,51.108639923330024,37.0,Mus musculus
A8DYH2,41.92858978826054,25.0,Drosophila melanogaster
A8MTA8,54.94471022534672,37.0,Homo sapiens
A8MTM1,52.397948683637075,37.0,Homo sapiens
A8WHS3,42.01994168177527,20.0,Caenorhabditis elegans
A9QY30,35.34575420750543,20.0,Caenorhabditis elegans
B0V2Q7,50.51636374379695,37.0,Mus musculus
B1V8J2,41.1186469899995,20.0,Caenorhabditis elegans
B2KF54,48.3802018018824,37.0,Mus musculus
B2MZC3,46.96196309496986,20.0,Caenorhabditis elegans
B7FAU2,45.64462783755338,37.0,Mus musculus
B7ZWE5,49.16598505616384,37.0,Mus musculus
B9EI61,53.482273850881064,37.0,Mus musculus
C0P283,38.28794567386669,20.0,Caenorhabditis elegans
C0SP95,47.70384268457621,37.0,Bacillus subtilis
C2BR91,39.95795436598446,20.0,Caenorhabditis elegans
D3YUL0,52.81027073760202,37.0,Mus musculus
D3YWF6,49.955052613896555,37.0,Mus musculus
D3YWY5,44.26922083089814,37.0,Mus musculus
D3Z2J6,50.41539457702636,37.0,Mus musculus
D3Z4H6,52.01669545927914,37.0,Mus musculus
D3Z5U4,49.90253580864029,37.0,Mus musculus
D3Z769,50.366016565911025,37.0,Mus musculus
D6RCK1,50.807262554291796,37.0,Mus musculus
D6RHK9,47.20152178086583,37.0,Mus musculus
D7SFI3,49.95004399634284,20.0,Caenorhabditis elegans
E0CXC7,54.76797821792954,37.0,Mus musculus
E0CYX9,51.03740051225476,37.0,Mus musculus
E1B6Q6,40.46928996194483,20.0,Caenorhabditis elegans
E3W753,35.999831934708276,20.0,Caenorhabditis elegans
E5RGX2,52.78664813333516,37.0,Homo sapiens
E7EM29,41.672081434543415,20.0,Caenorhabditis elegans
E7EPT4,59.080795769789084,37.0,Homo sapiens
E7EQI3,54.46289425696383,37.0,Homo sapiens
E9PN58,51.30355135235618,37.0,Homo sapiens
E9PU93,51.02124815057912,37.0,Mus musculus
E9PUY1,47.61730551521516,37.0,Mus musculus
E9PX10,52.41744916447141,37.0,Mus musculus
E9PY48,48.338320158628214,37.0,Mus musculus
E9PZ91,48.42573773247984,37.0,Mus musculus
E9Q027,50.068009811053955,37.0,Mus musculus
E9Q1G8,53.22475781146156,37.0,Mus musculus
E9QAB6,48.10599735796661,37.0,Mus musculus
E9QMB7,47.313115533570226,37.0,Mus musculus
E9QNH7,45.47733094953003,37.0,Mus musculus
F2Z3H2,50.842245838386916,37.0,Homo sapiens
F2Z3X6,47.20883578500024,37.0,Mus musculus
F4I7I0,50.25118721755264,22.0,Arabidopsis thaliana
F4J2Z7,43.545469150084635,22.0,Arabidopsis thaliana
F5GX00,46.22788255959715,37.0,Homo sapiens
F5GZ04,52.9149469093227,37.0,Homo sapiens
F6TCF9,53.83111276278315,37.0,Mus musculus
F8VV59,52.12895755540609,37.0,Homo sapiens
F8WCB7,52.544602578896495,37.0,Homo sapiens
F8WCZ3,54.6900020088981,37.0,Homo sapiens
F8WDD0,56.93668571612719,37.0,Homo sapiens
F8WJB9,46.94856634878509,37.0,Mus musculus
G3UXW9,53.01718283341268,37.0,Mus musculus
G3UXZ5,52.490306719631484,37.0,Mus musculus
G3V203,55.34866897979704,37.0,Homo sapiens
G3X975,47.479873396303304,37.0,Mus musculus
G5E895,46.83816212444841,37.0,Mus musculus
G5E8E1,55.017134739176086,37.0,Mus musculus
G5ECA0,41.63254763367207,20.0,Caenorhabditis elegans
G5ED07,41.889539704758924,20.0,Caenorhabditis elegans
G5EEX4,51.003066367385365,20.0,Caenorhabditis elegans
G5EF86,45.94055450400797,20.0,Caenorhabditis elegans
G5EFH4,45.366224954998714,20.0,Caenorhabditis elegans
G5EGH7,42.68474499204403,20.0,Caenorhabditis elegans
H0YL83,55.28789232638895,37.0,Homo sapiens
H0YLW0,56.36481065757683,37.0,Homo sapiens
H2KYE8,43.870739098974624,20.0,Caenorhabditis elegans
H2KYI4,40.696507684156565,20.0,Caenorhabditis elegans
H2KYU8,39.970241363596955,20.0,Caenorhabditis elegans
H2L0D5,39.38708631801155,20.0,Caenorhabditis elegans
H3BL08,48.67318365790447,37.0,Mus musculus
I3ITR1,52.24354856640551,37.0,Mus musculus
I7FN66,43.954834969248,20.0,Caenorhabditis elegans
I7FXD3,37.85949418151627,20.0,Caenorhabditis elegans
J3QMX0,51.55642941499582,37.0,Mus musculus
K7ER80,51.0638538465925,37.0,Homo sapiens
M0QWV7,50.131063898049106,37.0,Mus musculus
M0QYZ4,50.33975811102304,37.0,Homo sapiens
M1Z854,44.47191882672106,20.0,Caenorhabditis elegans
O00115,60.59993070109907,37.0,Homo sapiens
O00270,52.45954194841698,37.0,Homo sapiens
O01300,46.692125385216144,20.0,Caenorhabditis elegans
O01314,40.457828722815016,20.0,Caenorhabditis elegans
O01591,36.69601323426834,20.0,Caenorhabditis elegans
O01926,46.30314178846553,20.0,Caenorhabditis elegans
O02215,47.2639178663733,20.0,Caenorhabditis elegans
O02324,38.40801833023078,20.0,Caenorhabditis elegans
O04202,40.723956295153705,22.0,Arabidopsis thaliana
